time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9168	-5.93516	4.80863	2.19457	-0.576512	lidar	2.85199	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.049	-5.72778	4.82711	2.16797	-0.552852	radar	1.81093	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1797	-5.56754	4.7506	2.15367	-0.535549	lidar	0.405092	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3342	-5.38279	4.76679	2.16201	-0.427169	radar	1.07163	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4847	-5.15167	4.84786	2.13704	-0.430822	lidar	0.588755	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6133	-4.98	4.79837	2.14508	-0.33867	radar	5.66598	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7303	-4.82223	4.70279	2.13822	-0.325219	lidar	0.494903	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8476	-4.61704	4.70275	2.11259	-0.352658	radar	0.155758	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9677	-4.36231	4.80367	2.07922	-0.375484	lidar	0.640707	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0736	-4.13615	4.78894	1.99877	-0.612461	radar	11.563	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1657	-3.83275	4.9505	1.94277	-0.647824	lidar	1.75797	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2415	-3.58927	4.96067	1.87335	-0.783522	radar	2.4341	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2609	-3.31988	4.98723	1.80873	-0.817625	lidar	4.00338	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3156	-3.07698	4.98708	1.77078	-0.806533	radar	0.0201813	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3289	-2.85056	4.92917	1.72163	-0.821834	lidar	1.33763	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3924	-2.63033	4.88794	1.72354	-0.686076	radar	2.28546	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.461	-2.50377	4.66351	1.71574	-0.665808	lidar	6.00733	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5198	-2.26909	4.68188	1.71984	-0.537791	radar	1.45464	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5688	-2.08215	4.59408	1.70397	-0.526551	lidar	1.07625	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6004	-1.84706	4.61055	1.69793	-0.442985	radar	1.88847	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6019	-1.59058	4.66087	1.66303	-0.45979	lidar	1.18186	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5958	-1.36917	4.63275	1.60629	-0.574825	radar	1.77655	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6005	-1.13955	4.62904	1.57758	-0.574841	lidar	0.000729249	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6304	-0.920996	4.60673	1.56782	-0.536224	radar	5.13075	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6448	-0.657573	4.68276	1.54767	-0.52516	lidar	0.702959	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6307	-0.416213	4.70659	1.49543	-0.626778	radar	2.33486	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5848	-0.0990984	4.88561	1.45299	-0.637284	lidar	2.60327	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5666	0.142832	4.8887	1.42361	-0.644737	radar	2.73878	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.542	0.450375	5.03331	1.39988	-0.62804	lidar	1.39533	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5316	0.694204	5.00956	1.40694	-0.508343	radar	1.80562	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5268	0.981688	5.09531	1.39993	-0.48123	lidar	2.59673	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4865	1.25704	5.13764	1.40712	-0.356544	radar	6.02782	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4358	1.47976	5.07345	1.38454	-0.364093	lidar	0.297424	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3931	1.69429	4.99725	1.36809	-0.357735	radar	8.27655	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3452	1.88812	4.88772	1.34818	-0.361467	lidar	0.624693	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2732	2.11768	4.88453	1.30317	-0.45773	radar	0.66027	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2156	2.29403	4.7564	1.27874	-0.461179	lidar	0.880395	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1518	2.51809	4.73933	1.27064	-0.404332	radar	0.394361	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0761	2.7656	4.78785	1.25164	-0.4016	lidar	0.12506	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9781	2.98499	4.80757	1.18243	-0.584128	radar	3.14949	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8717	3.28047	4.97134	1.15911	-0.571888	lidar	1.4107	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7898	3.5127	4.97233	1.14163	-0.550992	radar	2.09471	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6829	3.70232	4.89978	1.10762	-0.562546	lidar	0.317184	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5679	3.90638	4.87367	1.07564	-0.569295	radar	1.1057	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5018	4.07054	4.74125	1.05665	-0.561588	lidar	3.67292	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.381	4.26653	4.72227	1.02806	-0.556884	radar	0.567164	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2161	4.49424	4.80636	0.991827	-0.565216	lidar	2.12663	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0676	4.6895	4.77753	0.981835	-0.468808	radar	9.09288	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9502	4.88304	4.75734	0.963687	-0.462161	lidar	0.395247	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.794	5.07124	4.76073	0.933345	-0.468908	radar	2.3144	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6233	5.29753	4.85581	0.91114	-0.463571	lidar	1.00236	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4508	5.47076	4.87393	0.852481	-0.577546	radar	0.796862	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2608	5.64372	4.88494	0.811814	-0.593575	lidar	1.16753	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0982	5.79805	4.85222	0.770394	-0.633386	radar	2.9655	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9216	5.95725	4.83987	0.736147	-0.637669	lidar	0.0141287	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7808	6.14867	4.74716	0.781569	-0.376723	radar	4.60713	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6183	6.30457	4.72251	0.761041	-0.380502	lidar	0.0598187	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4683	6.47888	4.70239	0.76546	-0.315054	radar	1.1957	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.24	6.73134	4.9262	0.768768	-0.279196	lidar	4.23147	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0415	6.86835	4.89808	0.732131	-0.321621	radar	5.57424	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8298	7.04933	4.96496	0.715153	-0.321396	lidar	0.946331	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6138	7.1819	4.98314	0.659338	-0.435044	radar	2.00699	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4328	7.32172	4.94361	0.63783	-0.435743	lidar	0.315482	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1996	7.44974	5.03069	0.563651	-0.613493	radar	2.37768	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0162	7.60953	5.03445	0.552242	-0.585956	lidar	2.09032	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8307	7.79265	5.00386	0.586645	-0.398893	radar	5.72729	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6256	7.9316	5.00215	0.568658	-0.396038	lidar	0.0286421	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4341	8.06758	4.96788	0.560935	-0.362447	radar	1.51713	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2207	8.07599	4.79077	0.486779	-0.451458	lidar	4.79121	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0275	8.23851	4.75313	0.528769	-0.255794	radar	5.16535	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8541	8.39765	4.76465	0.54197	-0.215362	lidar	2.77927	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6081	8.5023	4.86444	0.478776	-0.385605	radar	5.31014	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3535	8.65148	4.97616	0.470921	-0.365752	lidar	1.28781	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1528	8.7902	4.92909	0.495864	-0.233393	radar	1.08185	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9623	8.88384	4.85859	0.477968	-0.244393	lidar	0.599506	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7611	9.00443	4.82179	0.488022	-0.172531	radar	0.531781	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5474	9.06894	4.75907	0.456061	-0.208164	lidar	0.852214	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3007	9.1784	4.85986	0.422058	-0.296596	radar	4.92385	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0089	9.27732	4.97183	0.396273	-0.310366	lidar	6.19816	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7919	9.35819	4.94879	0.369164	-0.346684	radar	1.72734	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5327	9.46445	5.01801	0.357233	-0.33652	lidar	0.664865	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2676	9.48712	5.06525	0.27008	-0.532939	radar	5.25304	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.959	9.63228	5.26597	0.277439	-0.474458	lidar	2.76792	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7087	9.7403	5.22351	0.306266	-0.30683	radar	3.22007	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4308	9.84983	5.3076	0.30513	-0.281879	lidar	0.539167	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1772	9.9343	5.32277	0.290923	-0.290757	radar	0.363833	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9031	10.0587	5.40865	0.299818	-0.253585	lidar	0.544975	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6421	10.133	5.41336	0.282727	-0.2658	radar	0.0399159	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4008	10.229	5.40439	0.281457	-0.248491	lidar	1.04	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1376	10.304	5.42843	0.261687	-0.280708	radar	0.429891	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.921	10.2987	5.27311	0.215145	-0.331129	lidar	1.44962	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.672	10.3674	5.245	0.217165	-0.272348	radar	0.270779	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4719	10.3319	5.05949	0.161328	-0.341954	lidar	2.12917	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.171	10.3588	5.22104	0.107428	-0.474411	radar	7.25242	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9085	10.4103	5.24931	0.097311	-0.451656	lidar	0.27243	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6705	10.4461	5.09778	0.123515	-0.265171	radar	6.75855	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4425	10.3942	4.98992	0.0656937	-0.341531	lidar	1.95951	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1845	10.4165	5.00335	0.0562964	-0.31964	radar	0.573991	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8509	10.6089	5.28087	0.143235	-0.140878	lidar	7.72337	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5856	10.6827	5.27241	0.178504	-0.0185438	radar	0.872668	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3518	10.671	5.18264	0.146354	-0.0674088	lidar	0.949733	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0867	10.6914	5.22058	0.11767	-0.148193	radar	0.545975	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8291	10.7953	5.27323	0.147817	-0.0920206	lidar	3.50629	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5564	10.8505	5.31261	0.150225	-0.0853766	radar	1.0696	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3412	10.7998	5.15497	0.101376	-0.15132	lidar	2.48326	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0815	10.8379	5.15534	0.107745	-0.109706	radar	0.233765	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8356	10.9069	5.16692	0.122945	-0.07822	lidar	1.77718	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5529	10.9277	5.22916	0.10402	-0.126785	radar	2.80911	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3348	10.9342	5.13456	0.0871758	-0.143305	lidar	0.857348	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0762	10.8538	5.20648	-0.0413289	-0.515626	radar	8.26927	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7777	10.8196	5.27097	-0.0756361	-0.526364	lidar	2.66152	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5297	10.8151	5.20397	-0.0771478	-0.444142	radar	0.701954	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2998	10.7998	5.15149	-0.0981049	-0.444562	lidar	1.00029	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0507	10.8637	5.01603	-0.0147757	-0.123592	radar	7.29652	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.7827	10.9235	5.0798	0.0153675	-0.061799	lidar	2.02204	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56481	10.8903	4.99884	-0.0141357	-0.113818	radar	3.87765	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29786	10.9262	5.05212	0.00191739	-0.0804	lidar	0.711645	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05897	10.8989	5.00812	-0.014866	-0.0932906	radar	2.47882	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78627	10.9412	5.07559	0.00520365	-0.0565761	lidar	1.00793	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55683	10.8877	5.00936	-0.031687	-0.119619	radar	6.44305	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41395	10.796	4.75302	-0.08603	-0.190199	lidar	4.2407	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16502	10.8075	4.76285	-0.0654953	-0.11079	radar	1.3585	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79435	10.8809	5.06992	-0.0123993	-0.0149249	lidar	6.09159	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52755	10.8818	5.08452	0.00122065	0.0360243	radar	1.55825	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24713	10.8778	5.13704	0.00260423	0.0353028	lidar	0.663336	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00811	10.9095	5.08631	0.0403613	0.146882	radar	2.14857	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
